PRIMROSE TOWER 17A TINIBU STREET,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LAGOS, Lagos",,,,,,,,,,,,,,,,,,,,,,,,,,,,
NG,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Send  Activity,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Settlement Currency : ,,,,USD,,,Transaction Currency : ,,,,,,NGN,,,,,,,,,,,,,,,
,,,,,,,,,Orig,Rcv,,,,,,,FX,,,,,,,Fx Rev,,,,
,,,,,,,,,,,,.00281690141,,,,30/04/2019,,,stl,493.75 ,0.00,,(1.25),,,(1.80),,(3.05)
30/04/2019,,2184886446,,,,65870339,,MT,USA,NGA,,355.00000000000,,,,20/04/2019,1.25,,trn,0.00,0.00,,0.00,,,22.19,mk,22.19
,,,,,,,,,,,,.00281690141,,,,30/04/2019,,,stl,0.00,0.00,,0.00,,,0.06,,0.06
30/04/2019,,2184886446,,,,65870339,,MT,USA,NGA,,355.00000000000,,,,20/04/2019,1.25,,trn,0.00,0.00,,0.00,,,31.92,mk,31.92
,,,,,,,,,,,,.00281690141,,,,30/04/2019,,,stl,0.00,0.00,,0.00,,,0.09,,0.09
30/04/2019,,2187184390,,,,18544169,,MT,GBR,NGA,,458.58900000000,,,,29/04/2019,1.50,,trn,"22,585.51","1,834.36",,(68.79),,,(330.18),,(398.97)
,,,,,,,,,,,,.00281690141,,,,30/04/2019,,,stl,63.62 ,0.00,,(0.19),,,(0.93),,(1.12)
30/04/2019,,2187184390,,,,18544169,,MT,GBR,NGA,,458.58900000000,,,,29/04/2019,1.50,,trn,0.00,0.00,,0.00,,,3.44,mk,3.44
,,,,,,,,,,,,.00281690141,,,,30/04/2019,,,stl,0.00,0.00,,0.00,,,0.01,,0.01
30/04/2019,,2187184390,,,,18544169,,MT,GBR,NGA,,458.58900000000,,,,29/04/2019,1.50,,trn,0.00,0.00,,0.00,,,16.51,mk,16.51
,,,,,,,,,,,,.00281690141,,,,30/04/2019,,,stl,0.00,0.00,,0.00,,,0.05,,0.05
30/04/2019,,2187265460,,,,54673322,,MT,OMN,NGA,,922.00607744680,,,,29/04/2019,0.80,,trn,"57,621.69","1,844.01",,(92.94),,,(331.92),,(424.86)
,,,,,,,,,,,,.00281690141,,,,30/04/2019,,,stl,162.31 ,0.00,,(0.26),,,(0.93),,(1.19)
30/04/2019,,2187265460,,,,54673322,,MT,OMN,NGA,,922.00607744680,,,,29/04/2019,0.80,,trn,0.00,0.00,,0.00,,,4.65,mk,4.65
,,,,,,,,,,,,.00281690141,,,,30/04/2019,,,stl,0.00,0.00,,0.00,,,0.01,,0.01
30/04/2019,,2187265460,,,,54673322,,MT,OMN,NGA,,922.00607744680,,,,29/04/2019,0.80,,trn,0.00,0.00,,0.00,,,16.60,mk,16.60
,,,,,,,,,,,,.00281690141,,,,30/04/2019,,,stl,0.00,0.00,,0.00,,,0.05,,0.05
Daily Total : ,,,,,,,,,,,,,,,,,,3,,"255,488.45","7,224.82",,(605.48),,,"-1,205.15","-1,810.63",
,,,,,,,,,,,,,,,,,,,,719.68 ,0.00,,(1.70),,,(3.39),(5.09),
Account   100711693 - 100712994 Total : ,,,,,,,,,,,,,,,,,,56,,"5,020,370.64","197,178.66",,"-13,963.33",,,"-33,026.31","-46,989.64",
,,,,,,,,,,,,,,,,,,,,"14,141.91",0.00,,(39.39),,,(93.00),(132.39),
Account Number : ,,,100711693 - 100712997,,,,,,,,,,,,,,,,,,,,,,,,,
,Agent Name : ,,,,FCMB - #132 - VICTORIA ISLAND  - ADETOKUNBO ADEMOLA BRANCH,,,,,,,,,,,,,,,,,,,,,,,
,Legacy ID : ,,,,654125,,,,,Store Number : ,,,,132,,,,,,,,,,,,,,
02/04/2019,,2177170677,,,,49885264,,MT,MHL,NGA,,355.00000000000,,,,28/03/2019,5.10,,trn,"101,068.50","7,100.00",,"-1,086.30",,,"-1,278.00",,"-2,364.30"
,,,,,,,,,,,,.00281690141,,,,02/04/2019,,,stl,284.70 ,0.00,,(3.06),,,(3.60),,(6.66)
02/04/2019,,2177170677,,,,49885264,,MT,MHL,NGA,,355.00000000000,,,,28/03/2019,5.10,,trn,0.00,0.00,,0.00,,,54.32,mk,54.32
,,,,,,,,,,,,.00281690141,,,,02/04/2019,,,stl,0.00,0.00,,0.00,,,0.15,,0.15
02/04/2019,,2177170677,,,,49885264,,MT,MHL,NGA,,355.00000000000,,,,28/03/2019,5.10,,trn,0.00,0.00,,0.00,,,63.90,mk,63.90
,,,,,,,,,,,,.00281690141,,,,02/04/2019,,,stl,0.00,0.00,,0.00,,,0.18,,0.18
Daily Total : ,,,,,,,,,,,,,,,,,,1,,"101,068.50","7,100.00",,"-1,086.30",,,"-1,159.78","-2,246.08",
,,,,,,,,,,,,,,,,,,,,284.70 ,0.00,,(3.06),,,(3.27),(6.33),
Account   100711693 - 100712997 Total : ,,,,,,,,,,,,,,,,,,1,,"101,068.50","7,100.00",,"-1,086.30",,,"-1,159.78","-2,246.08",
,,,,,,,,,,,,,,,,,,,,284.70 ,0.00,,(3.06),,,(3.27),(6.33),
Account Number : ,,,100711693 - 100712998,,,,,,,,,,,,,,,,,,,,,,,,,
,Agent Name : ,,,,FCMB - #133 - AKURE - AKURE 2 BRANCH,,,,,,,,,,,,,,,,,,,,,,,
,Legacy ID : ,,,,654126,,,,,Store Number : ,,,,133,,,,,,,,,,,,,,
01/04/2019,,2177272071,,,,19578620,,MT,PRT,NGA,,398.02600000000,,,,29/03/2019,2.20,,trn,"97,317.36","8,358.55",,(437.83),,,"-1,504.54",,"-1,942.37"
,,,,,,,,,,,,.00281690141,,,,01/04/2019,,,stl,274.13 ,0.00,,(1.23),,,(4.24),,(5.47)
01/04/2019,,2177272071,,,,19578620,,MT,PRT,NGA,,398.02600000000,,,,29/03/2019,2.20,,trn,0.00,0.00,,0.00,,,21.89,mk,21.89
,,,,,,,,,,,,.00281690141,,,,01/04/2019,,,stl,0.00,0.00,,0.00,,,0.06,,0.06
01/04/2019,,2177272071,,,,19578620,,MT,PRT,NGA,,398.02600000000,,,,29/03/2019,2.20,,trn,0.00,0.00,,0.00,,,75.23,mk,75.23
,,,,,,,,,,,,.00281690141,,,,01/04/2019,,,stl,0.00,0.00,,0.00,,,0.21,,0.21
01/04/2019,,2178155400,,,,45502521,,MT,OMN,NGA,,922.00607744680,,,,01/04/2019,0.80,,trn,"135,365.24","1,844.01",,(218.33),,,(331.92),,(550.25)
,,,,,,,,,,,,.00281690141,,,,01/04/2019,,,stl,381.31 ,0.00,,(0.62),,,(0.93),,(1.55)
01/04/2019,,2178155400,,,,45502521,,MT,OMN,NGA,,922.00607744680,,,,01/04/2019,0.80,,trn,0.00,0.00,,0.00,,,10.92,mk,10.92
,,,,,,,,,,,,.00281690141,,,,01/04/2019,,,stl,0.00,0.00,,0.00,,,0.03,,0.03
01/04/2019,,2178155400,,,,45502521,,MT,OMN,NGA,,922.00607744680,,,,01/04/2019,0.80,,trn,0.00,0.00,,0.00,,,16.60,mk,16.60
,,,,,,,,,,,,.00281690141,,,,01/04/2019,,,stl,0.00,0.00,,0.00,,,0.05,,0.05
Daily Total : ,,,,,,,,,,,,,,,,,,2,,"232,682.60","10,202.56",,(656.16),,,"-1,711.82","-2,367.98",
,,,,,,,,,,,,,,,,,,,,655.44 ,0.00,,(1.85),,,(4.82),(6.67),
02/04/2019,,2178279167,,,,94713753,,MT,OMN,NGA,,922.00607744680,,,,01/04/2019,0.80,,trn,"64,024.10","1,844.01",,(103.26),,,(331.92),,(435.18)
,,,,,,,,,,,,.00281690141,,,,02/04/2019,,,stl,180.35 ,0.00,,(0.29),,,(0.93),,(1.22)
02/04/2019,,2178279167,,,,94713753,,MT,OMN,NGA,,922.00607744680,,,,01/04/2019,0.80,,trn,0.00,0.00,,0.00,,,5.16,mk,5.16
,,,,,,,,,,,,.00281690141,,,,02/04/2019,,,stl,0.00,0.00,,0.00,,,0.01,,0.01
02/04/2019,,2178279167,,,,94713753,,MT,OMN,NGA,,922.00607744680,,,,01/04/2019,0.80,,trn,0.00,0.00,,0.00,,,16.60,mk,16.60
,,,,,,,,,,,,.00281690141,,,,02/04/2019,,,stl,0.00,0.00,,0.00,,,0.05,,0.05
02/04/2019,,2178286185,,,,79073998,,MT,GBR,NGA,,464.90800000000,,,,01/04/2019,1.50,,trn,"313,227.12","7,438.53",,(953.99),,,"-1,338.94",,"-2,292.93"
,,,,,,,,,,,,.00281690141,,,,02/04/2019,,,stl,882.33 ,0.00,,(2.69),,,(3.77),,(6.46)
02/04/2019,,2178286185,,,,79073998,,MT,GBR,NGA,,464.90800000000,,,,01/04/2019,1.50,,trn,0.00,0.00,,0.00,,,47.70,mk,47.70
,,,,,,,,,,,,.00281690141,,,,02/04/2019,,,stl,0.00,0.00,,0.00,,,0.13,,0.13
02/04/2019,,2178286185,,,,79073998,,MT,GBR,NGA,,464.90800000000,,,,01/04/2019,1.50,,trn,0.00,0.00,,0.00,,,66.95,mk,66.95
,,,,,,,,,,,,.00281690141,,,,02/04/2019,,,stl,0.00,0.00,,0.00,,,0.19,,0.19
Daily Total : ,,,,,,,,,,,,,,,,,,2,,"377,251.22","9,282.54",,"-1,057.25",,,"-1,534.45","-2,591.70",
,,,,,,,,,,,,,,,,,,,,"1,062.68",0.00,,(2.98),,,(4.32),(7.30),
03/04/2019,,2178756270,,,,23261286,,MT,GBR,NGA,,463.16850000000,,,,02/04/2019,1.50,,trn,"312,055.15","7,410.70",,(950.42),,,"-1,333.93",,"-2,284.35"
,,,,,,,,,,,,.00281690141,,,,03/04/2019,,,stl,879.03 ,0.00,,(2.68),,,(3.76),,(6.44)
03/04/2019,,2178756270,,,,23261286,,MT,GBR,NGA,,463.16850000000,,,,02/04/2019,1.50,,trn,0.00,0.00,,0.00,,,47.52,mk,47.52
,,,,,,,,,,,,.00281690141,,,,03/04/2019,,,stl,0.00,0.00,,0.00,,,0.13,,0.13
03/04/2019,,2178756270,,,,23261286,,MT,GBR,NGA,,463.16850000000,,,,02/04/2019,1.50,,trn,0.00,0.00,,0.00,,,66.70,mk,66.70
,,,,,,,,,,,,.00281690141,,,,03/04/2019,,,stl,0.00,0.00,,0.00,,,0.19,,0.19
Daily Total : ,,,,,,,,,,,,,,,,,,1,,"312,055.15","7,410.70",,(950.42),,,"-1,219.71","-2,170.13",
,,,,,,,,,,,,,,,,,,,,879.03 ,0.00,,(2.68),,,(3.44),(6.12),
04/04/2019,,2177914961,,,,99382037,,MT,PHL,NGA,,6.74007974260,,,,31/03/2019,4.70,,trn,"15,000.00","3,370.04",,(147.95),,,(606.61),,(754.56)
,,,,,,,,,,,,.00281690141,,,,04/04/2019,,,stl,42.25 ,0.00,,(0.42),,,(1.71),,(2.13)
04/04/2019,,2177914961,,,,99382037,,MT,PHL,NGA,,6.74007974260,,,,31/03/2019,4.70,,trn,0.00,0.00,,0.00,,,30.33,mk,30.33
,,,,,,,,,,,,.00281690141,,,,04/04/2019,,,stl,0.00,0.00,,0.00,,,0.09,,0.09
04/04/2019,,2177914961,,,,99382037,,MT,PHL,NGA,,6.74007974260,,,,31/03/2019,4.70,,trn,0.00,0.00,,0.00,,,7.40,mk,7.40
,,,,,,,,,,,,.00281690141,,,,04/04/2019,,,stl,0.00,0.00,,0.00,,,0.02,,0.02
Daily Total : ,,,,,,,,,,,,,,,,,,1,,"15,000.00","3,370.04",,(147.95),,,(568.88),(716.83),
,,,,,,,,,,,,,,,,,,,,42.25 ,0.00,,(0.42),,,(1.60),(2.02),
08/04/2019,,2180539312,,,,41964208,,MT,OMN,NGA,,922.00607744680,,,,07/04/2019,0.80,,trn,"74,999.66","1,844.01",,(120.97),,,(331.92),,(452.89)
,,,,,,,,,,,,.00281690141,,,,08/04/2019,,,stl,211.27 ,0.00,,(0.34),,,(0.93),,(1.27)
08/04/2019,,2180539312,,,,41964208,,MT,OMN,NGA,,922.00607744680,,,,07/04/2019,0.80,,trn,0.00,0.00,,0.00,,,6.05,mk,6.05
,,,,,,,,,,,,.00281690141,,,,08/04/2019,,,stl,0.00,0.00,,0.00,,,0.02,,0.02
08/04/2019,,2180539312,,,,41964208,,MT,OMN,NGA,,922.00607744680,,,,07/04/2019,0.80,,trn,0.00,0.00,,0.00,,,16.60,mk,16.60
,,,,,,,,,,,,.00281690141,,,,08/04/2019,,,stl,0.00,0.00,,0.00,,,0.05,,0.05
Daily Total : ,,,,,,,,,,,,,,,,,,1,,"74,999.66","1,844.01",,(120.97),,,(309.27),(430.24),
,,,,,,,,,,,,,,,,,,,,211.27 ,0.00,,(0.34),,,(0.86),(1.20),
09/04/2019,,2180696973,,,,74915725,,MT,OMN,NGA,,922.00607744680,,,,08/04/2019,0.80,,trn,"64,024.10","1,844.01",,(103.26),,,(331.92),,(435.18)
,,,,,,,,,,,,.00281690141,,,,09/04/2019,,,stl,180.35 ,0.00,,(0.29),,,(0.93),,(1.22)
09/04/2019,,2180696973,,,,74915725,,MT,OMN,NGA,,922.00607744680,,,,08/04/2019,0.80,,trn,0.00,0.00,,0.00,,,5.16,mk,5.16
,,,,,,,,,,,,.00281690141,,,,09/04/2019,,,stl,0.00,0.00,,0.00,,,0.01,,0.01
09/04/2019,,2180696973,,,,74915725,,MT,OMN,NGA,,922.00607744680,,,,08/04/2019,0.80,,trn,0.00,0.00,,0.00,,,16.60,mk,16.60
,,,,,,,,,,,,.00281690141,,,,09/04/2019,,,stl,0.00,0.00,,0.00,,,0.05,,0.05
09/04/2019,,2180745756,,,,66269852,,MT,KEN,NGA,,3.53058180175,,,,08/04/2019,3.10,,trn,"246,321.63","5,472.40",,"-1,576.05",,,(985.03),,"-2,561.08"
,,,,,,,,,,,,.00281690141,,,,09/04/2019,,,stl,693.86 ,0.00,,(4.44),,,(2.77),,(7.21)
09/04/2019,,2180745756,,,,66269852,,MT,KEN,NGA,,3.53058180175,,,,08/04/2019,3.10,,trn,0.00,0.00,,0.00,,,78.80,mk,78.80
,,,,,,,,,,,,.00281690141,,,,09/04/2019,,,stl,0.00,0.00,,0.00,,,0.22,,0.22
09/04/2019,,2180745756,,,,66269852,,MT,KEN,NGA,,3.53058180175,,,,08/04/2019,3.10,,trn,0.00,0.00,,0.00,,,49.25,mk,49.25
,,,,,,,,,,,,.00281690141,,,,09/04/2019,,,stl,0.00,0.00,,0.00,,,0.14,,0.14
09/04/2019,,2180933412,,,,88711907,,MT,PRT,NGA,,398.91350000000,,,,08/04/2019,2.20,,trn,"78,027.48","6,382.62",,(351.04),,,"-1,148.87",,"-1,499.91"
,,,,,,,,,,,,.00281690141,,,,09/04/2019,,,stl,219.80 ,0.00,,(0.99),,,(3.24),,(4.23)
09/04/2019,,2180933412,,,,88711907,,MT,PRT,NGA,,398.91350000000,,,,08/04/2019,2.20,,trn,0.00,0.00,,0.00,,,17.55,mk,17.55
,,,,,,,,,,,,.00281690141,,,,09/04/2019,,,stl,0.00,0.00,,0.00,,,0.05,,0.05
09/04/2019,,2180933412,,,,88711907,,MT,PRT,NGA,,398.91350000000,,,,08/04/2019,2.20,,trn,0.00,0.00,,0.00,,,57.44,mk,57.44
,,,,,,,,,,,,.00281690141,,,,09/04/2019,,,stl,0.00,0.00,,0.00,,,0.16,,0.16
Daily Total : ,,,,,,,,,,,,,,,,,,3,,"388,373.21","13,699.03",,"-2,030.35",,,"-2,241.02","-4,271.37",
,,,,,,,,,,,,,,,,,,,,"1,094.01",0.00,,(5.72),,,(6.31),(12.03),
10/04/2019,,2181184632,,,,71281991,,MT,OMN,NGA,,922.00607744680,,,,09/04/2019,0.80,,trn,"71,341.14","1,844.01",,(115.07),,,(331.92),,(446.99)
,,,,,,,,,,,,.00281690141,,,,10/04/2019,,,stl,200.96 ,0.00,,(0.32),,,(0.93),,(1.25)
10/04/2019,,2181184632,,,,71281991,,MT,OMN,NGA,,922.00607744680,,,,09/04/2019,0.80,,trn,0.00,0.00,,0.00,,,5.75,mk,5.75
,,,,,,,,,,,,.00281690141,,,,10/04/2019,,,stl,0.00,0.00,,0.00,,,0.02,,0.02
10/04/2019,,2181184632,,,,71281991,,MT,OMN,NGA,,922.00607744680,,,,09/04/2019,0.80,,trn,0.00,0.00,,0.00,,,16.60,mk,16.60
,,,,,,,,,,,,.00281690141,,,,10/04/2019,,,stl,0.00,0.00,,0.00,,,0.05,,0.05
10/04/2019,,2181417867,,,,75903244,,MT,OMN,NGA,,922.00607744680,,,,10/04/2019,0.80,,trn,"135,365.24","1,844.01",,(218.33),,,(331.92),,(550.25)
,,,,,,,,,,,,.00281690141,,,,10/04/2019,,,stl,381.31 ,0.00,,(0.62),,,(0.93),,(1.55)
10/04/2019,,2181417867,,,,75903244,,MT,OMN,NGA,,922.00607744680,,,,10/04/2019,0.80,,trn,0.00,0.00,,0.00,,,10.92,mk,10.92
,,,,,,,,,,,,.00281690141,,,,10/04/2019,,,stl,0.00,0.00,,0.00,,,0.03,,0.03
10/04/2019,,2181417867,,,,75903244,,MT,OMN,NGA,,922.00607744680,,,,10/04/2019,0.80,,trn,0.00,0.00,,0.00,,,16.60,mk,16.60
,,,,,,,,,,,,.00281690141,,,,10/04/2019,,,stl,0.00,0.00,,0.00,,,0.05,,0.05
Daily Total : ,,,,,,,,,,,,,,,,,,2,,"206,706.38","3,688.02",,(333.40),,,(613.97),(947.37),
,,,,,,,,,,,,,,,,,,,,582.27 ,0.00,,(0.94),,,(1.71),(2.65),
11/04/2019,,2181498168,,,,72905782,,MT,GBR,NGA,,464.16250000000,,,,10/04/2019,1.50,,trn,"312,724.84","7,426.60",,(952.46),,,"-1,336.79",,"-2,289.25"
,,,,,,,,,,,,.00281690141,,,,11/04/2019,,,stl,880.92 ,0.00,,(2.68),,,(3.77),,(6.45)
11/04/2019,,2181498168,,,,72905782,,MT,GBR,NGA,,464.16250000000,,,,10/04/2019,1.50,,trn,0.00,0.00,,0.00,,,47.62,mk,47.62
,,,,,,,,,,,,.00281690141,,,,11/04/2019,,,stl,0.00,0.00,,0.00,,,0.13,,0.13
11/04/2019,,2181498168,,,,72905782,,MT,GBR,NGA,,464.16250000000,,,,10/04/2019,1.50,,trn,0.00,0.00,,0.00,,,66.84,mk,66.84
,,,,,,,,,,,,.00281690141,,,,11/04/2019,,,stl,0.00,0.00,,0.00,,,0.19,,0.19
Daily Total : ,,,,,,,,,,,,,,,,,,1,,"312,724.84","7,426.60",,(952.46),,,"-1,222.33","-2,174.79",
,,,,,,,,,,,,,,,,,,,,880.92 ,0.00,,(2.68),,,(3.45),(6.13),
29/04/2019,,2186864733,,,,64246501,,MT,PRT,NGA,,395.82500000000,,,,27/04/2019,2.20,,trn,"77,423.37","6,333.20",,(348.33),,,"-1,139.98",,"-1,488.31"
,,,,,,,,,,,,.00281690141,,,,29/04/2019,,,stl,218.09 ,0.00,,(0.98),,,(3.21),,(4.19)
29/04/2019,,2186864733,,,,64246501,,MT,PRT,NGA,,395.82500000000,,,,27/04/2019,2.20,,trn,0.00,0.00,,0.00,,,17.42,mk,17.42
,,,,,,,,,,,,.00281690141,,,,29/04/2019,,,stl,0.00,0.00,,0.00,,,0.05,,0.05
29/04/2019,,2186864733,,,,64246501,,MT,PRT,NGA,,395.82500000000,,,,27/04/2019,2.20,,trn,0.00,0.00,,0.00,,,57.00,mk,57.00
,,,,,,,,,,,,.00281690141,,,,29/04/2019,,,stl,0.00,0.00,,0.00,,,0.16,,0.16
Daily Total : ,,,,,,,,,,,,,,,,,,1,,"77,423.37","6,333.20",,(348.33),,,"-1,065.56","-1,413.89",
,,,,,,,,,,,,,,,,,,,,218.09 ,0.00,,(0.98),,,(3.00),(3.98),
Account   100711693 - 100712998 Total : ,,,,,,,,,,,,,,,,,,14,,"1,997,216.43","63,256.70",,"-6,597.29",,,"-10,487.01","-17,084.30",
,,,,,,,,,,,,,,,,,,,,"5,625.96",0.00,,(18.59),,,(29.51),(48.10),
Account Number : ,,,100711693 - 100713002,,,,,,,,,,,,,,,,,,,,,,,,,
,Agent Name : ,,,,FCMB - #137 - IKEJA GRA - IKEJA GRA BRANCH,,,,,,,,,,,,,,,,,,,,,,,
,Legacy ID : ,,,,654130,,,,,Store Number : ,,,,137,,,,,,,,,,,,,,
02/04/2019,,2178065794,,,,44006620,,MT,CAN,NGA,,264.15655926675,,,,31/03/2019,0.30,,trn,"105,345.64","5,283.13",,(63.40),,,(950.96),,"-1,014.36"
,,,,,,,,,,,,.00281690141,,,,02/04/2019,,,stl,296.75 ,0.00,,(0.18),,,(2.68),,(2.86)
02/04/2019,,2178065794,,,,44006620,,MT,CAN,NGA,,264.15655926675,,,,31/03/2019,0.30,,trn,0.00,0.00,,0.00,,,3.17,mk,3.17
,,,,,,,,,,,,.00281690141,,,,02/04/2019,,,stl,0.00,0.00,,0.00,,,0.01,,0.01
02/04/2019,,2178065794,,,,44006620,,MT,CAN,NGA,,264.15655926675,,,,31/03/2019,0.30,,trn,0.00,0.00,,0.00,,,47.55,mk,47.55
,,,,,,,,,,,,.00281690141,,,,02/04/2019,,,stl,0.00,0.00,,0.00,,,0.13,,0.13
Daily Total : ,,,,,,,,,,,,,,,,,,1,,"105,345.64","5,283.13",,(63.40),,,(900.24),(963.64),
,,,,,,,,,,,,,,,,,,,,296.75 ,0.00,,(0.18),,,(2.54),(2.72),
04/04/2019,,2178933997,,,,20118467,,MT,USA,NGA,,355.00000000000,,,,02/04/2019,1.00,,trn,"60,097.95","2,840.00",,(121.41),,,(511.20),,(632.61)
,,,,,,,,,,,,.00281690141,,,,04/04/2019,,,stl,169.29 ,0.00,,(0.34),,,(1.44),,(1.78)
04/04/2019,,2178933997,,,,20118467,,MT,USA,NGA,,355.00000000000,,,,02/04/2019,1.00,,trn,0.00,0.00,,0.00,,,6.07,mk,6.07
,,,,,,,,,,,,.00281690141,,,,04/04/2019,,,stl,0.00,0.00,,0.00,,,0.02,,0.02
04/04/2019,,2178933997,,,,20118467,,MT,USA,NGA,,355.00000000000,,,,02/04/2019,1.00,,trn,0.00,0.00,,0.00,,,25.56,mk,25.56
,,,,,,,,,,,,.00281690141,,,,04/04/2019,,,stl,0.00,0.00,,0.00,,,0.07,,0.07
Daily Total : ,,,,,,,,,,,,,,,,,,1,,"60,097.95","2,840.00",,(121.41),,,(479.57),(600.98),
,,,,,,,,,,,,,,,,,,,,169.29 ,0.00,,(0.34),,,(1.35),(1.69),
08/04/2019,,2179476959,,,,62726958,,MT,KEN,NGA,,3.52882703675,,,,04/04/2019,3.10,,trn,"6,838.87",335.24,,(43.76),,,(60.34),,(104.10)
,,,,,,,,,,,,.00281690141,,,,08/04/2019,,,stl,19.26 ,0.00,,(0.12),,,(0.17),,(0.29)
08/04/2019,,2179476959,,,,62726958,,MT,KEN,NGA,,3.52882703675,,,,04/04/2019,3.10,,trn,0.00,0.00,,0.00,,,2.19,mk,2.19
,,,,,,,,,,,,.00281690141,,,,08/04/2019,,,stl,0.00,0.00,,0.00,,,0.01,,0.01
08/04/2019,,2179476959,,,,62726958,,MT,KEN,NGA,,3.52882703675,,,,04/04/2019,3.10,,trn,0.00,0.00,,0.00,,,3.02,mk,3.02
,,,,,,,,,,,,.00281690141,,,,08/04/2019,,,stl,0.00,0.00,,0.00,,,0.01,,0.01
Daily Total : ,,,,,,,,,,,,,,,,,,1,,"6,838.87",335.24,,(43.76),,,(55.13),(98.89),
,,,,,,,,,,,,,,,,,,,,19.26 ,0.00,,(0.12),,,(0.15),(0.27),
16/04/2019,,2182583484,,,,53213610,,MT,USA,NGA,,355.00000000000,,,,13/04/2019,1.25,,trn,"17,528.13","2,836.45",,(44.38),,,(510.56),,(554.94)
,,,,,,,,,,,,.00281690141,,,,16/04/2019,,,stl,49.38 ,0.00,,(0.13),,,(1.44),,(1.57)
16/04/2019,,2182583484,,,,53213610,,MT,USA,NGA,,355.00000000000,,,,13/04/2019,1.25,,trn,0.00,0.00,,0.00,,,2.22,mk,2.22
,,,,,,,,,,,,.00281690141,,,,16/04/2019,,,stl,0.00,0.00,,0.00,,,0.01,,0.01
16/04/2019,,2182583484,,,,53213610,,MT,USA,NGA,,355.00000000000,,,,13/04/2019,1.25,,trn,0.00,0.00,,0.00,,,25.53,mk,25.53
,,,,,,,,,,,,.00281690141,,,,16/04/2019,,,stl,0.00,0.00,,0.00,,,0.07,,0.07
16/04/2019,,2183092475,,,,86337229,,MT,USA,NGA,,355.00000000000,,,,15/04/2019,1.25,,trn,"19,631.50","3,546.45",,(49.70),,,(638.36),,(688.06)
,,,,,,,,,,,,.00281690141,,,,16/04/2019,,,stl,55.30 ,0.00,,(0.14),,,(1.80),,(1.94)
16/04/2019,,2183092475,,,,86337229,,MT,USA,NGA,,355.00000000000,,,,15/04/2019,1.25,,trn,0.00,0.00,,0.00,,,2.49,mk,2.49
,,,,,,,,,,,,.00281690141,,,,16/04/2019,,,stl,0.00,0.00,,0.00,,,0.01,,0.01
16/04/2019,,2183092475,,,,86337229,,MT,USA,NGA,,355.00000000000,,,,15/04/2019,1.25,,trn,0.00,0.00,,0.00,,,31.92,mk,31.92
,,,,,,,,,,,,.00281690141,,,,16/04/2019,,,stl,0.00,0.00,,0.00,,,0.09,,0.09
Daily Total : ,,,,,,,,,,,,,,,,,,2,,"37,159.63","6,382.90",,(94.08),,,"-1,086.76","-1,180.84",
,,,,,,,,,,,,,,,,,,,,104.68 ,0.00,,(0.27),,,(3.06),(3.33),
23/04/2019,,2184100971,,,,96816596,,MT,USA,NGA,,355.00000000000,,,,18/04/2019,,,trn,"21,548.50",0.00,,0.00,,,0.00,,0.00
,,,,,,,,,,,,.00281690141,,,,23/04/2019,,,stl,60.70 ,0.00,,0.00,,,0.00,,0.00
23/04/2019,,2184619761,,,,57244492,,MT,USA,NGA,,355.00000000000,,,,19/04/2019,1.00,,trn,"105,435.00","2,840.00",,(213.00),,,(511.20),,(724.20)
,,,,,,,,,,,,.00281690141,,,,23/04/2019,,,stl,297.00 ,0.00,,(0.60),,,(1.44),,(2.04)
23/04/2019,,2184619761,,,,57244492,,MT,USA,NGA,,355.00000000000,,,,19/04/2019,1.00,,trn,0.00,0.00,,0.00,,,10.65,mk,10.65
,,,,,,,,,,,,.00281690141,,,,23/04/2019,,,stl,0.00,0.00,,0.00,,,0.03,,0.03
23/04/2019,,2184619761,,,,57244492,,MT,USA,NGA,,355.00000000000,,,,19/04/2019,1.00,,trn,0.00,0.00,,0.00,,,25.56,mk,25.56
,,,,,,,,,,,,.00281690141,,,,23/04/2019,,,stl,0.00,0.00,,0.00,,,0.07,,0.07
Daily Total : ,,,,,,,,,,,,,,,,,,2,,"126,983.50","2,840.00",,(213.00),,,(474.99),(687.99),
,,,,,,,,,,,,,,,,,,,,357.70 ,0.00,,(0.60),,,(1.34),(1.94),
24/04/2019,,2184288037,,,,21922576,,MT,USA,NGA,,355.00000000000,,,,18/04/2019,1.25,,trn,"70,112.50","3,546.45",,(177.50),,,(638.36),,(815.86)
,,,,,,,,,,,,.00281690141,,,,24/04/2019,,,stl,197.50 ,0.00,,(0.50),,,(1.80),,(2.30)
24/04/2019,,2184288037,,,,21922576,,MT,USA,NGA,,355.00000000000,,,,18/04/2019,1.25,,trn,0.00,0.00,,0.00,,,8.88,mk,8.88
,,,,,,,,,,,,.00281690141,,,,24/04/2019,,,stl,0.00,0.00,,0.00,,,0.03,,0.03
24/04/2019,,2184288037,,,,21922576,,MT,USA,NGA,,355.00000000000,,,,18/04/2019,1.25,,trn,0.00,0.00,,0.00,,,31.92,mk,31.92
,,,,,,,,,,,,.00281690141,,,,24/04/2019,,,stl,0.00,0.00,,0.00,,,0.09,,0.09
