,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Receive  Activity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Settlement Currency : ,,,,,,USD,,,,Transaction Currency : ,,,,,,,,,,,,,NGN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,Orig,,,,Rcv,,,,,,,,,,FX,,,,,,,,,,,,,,,,,,,Fx Rev,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tran Date,,,Tran Id,,,,,Ref #,,,Prod,,,Cntry,,,,Cntry,,,FX Rate,,,,FX Date,,,Margin,,,,,,Base Amt,,,,,,Fee Amt,,,,,,,Share Amt,,,,Commission Amt,,,,,,,Total,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,.00281690141,,,,03/05/18,,,,,,stl,,,,,0.00,,,0.00,,,,,,,0.00,,,,,,,0.07,,,,,0.07,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/05/18,,,2044044984,,,,,77899163,,,MT,,,USA,,,,NGA,,,355.00000000000,,,,03/04/18,,,1.50,,,trn,,,,,0.00,,,0.00,,,,,,,0.00,,,,,,,18.37,,mk,,,18.37,
,,,,,,,,,,,,,,,,,,,,,.00281690141,,,,03/05/18,,,,,,stl,,,,,0.00,,,0.00,,,,,,,0.00,,,,,,,0.05,,,,,0.05,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Daily Total : ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,"(261,043.67)",,,,,,"12,075.64",,,,,(766.26),,,,,,,"(2,028.16)",,,,"(2,794.42)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(735.35),,,,,,0.00,,,,,(2.17),,,,,,,(5.73),,,,(7.90),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/06/18,,,2044491205,,,,,46457585,,,MT,,,USA,,,,NGA,,,355.00000000000,,,,03/05/18,,,1.10,,,trn,,,,,"(175,547.50)",,,"2,836.45",,,,,,,(390.50),,,,,,,(510.56),,,,,(901.06),
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,.00281690141,,,,03/06/18,,,,,,stl,,,,,(494.50),,,0.00,,,,,,,(1.10),,,,,,,(1.44),,,,,(2.54),
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/06/18,,,2044491205,,,,,46457585,,,MT,,,USA,,,,NGA,,,355.00000000000,,,,03/05/18,,,1.10,,,trn,,,,,0.00,,,0.00,,,,,,,0.00,,,,,,,25.53,,mk,,,25.53,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,.00281690141,,,,03/06/18,,,,,,stl,,,,,0.00,,,0.00,,,,,,,0.00,,,,,,,0.07,,,,,0.07,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/06/18,,,2044491205,,,,,46457585,,,MT,,,USA,,,,NGA,,,355.00000000000,,,,03/05/18,,,1.10,,,trn,,,,,0.00,,,0.00,,,,,,,0.00,,,,,,,19.53,,mk,,,19.53,
,,,,,,,,,,,,,,,,,,,,,.00281690141,,,,03/06/18,,,,,,stl,,,,,0.00,,,0.00,,,,,,,0.00,,,,,,,0.06,,,,,0.06,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Daily Total : ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,"(175,547.50)",,,,,,"2,836.45",,,,,(390.50),,,,,,,(465.50),,,,(856.00),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(494.50),,,,,,0.00,,,,,(1.10),,,,,,,(1.31),,,,(2.41),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/07/18,,,2043944606,,,,,84668226,,,MT,,,USA,,,,NGA,,,355.00000000000,,,,03/04/18,,,1.50,,,trn,,,,,"(227,288.75)",,,"4,970.00",,,,,,,(692.25),,,,,,,(894.60),,,,,"(1,586.85)",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,.00281690141,,,,03/07/18,,,,,,stl,,,,,(640.25),,,0.00,,,,,,,(1.95),,,,,,,(2.52),,,,,(4.47),
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/07/18,,,2043944606,,,,,84668226,,,MT,,,USA,,,,NGA,,,355.00000000000,,,,03/04/18,,,1.50,,,trn,,,,,0.00,,,0.00,,,,,,,0.00,,,,,,,44.73,,mk,,,44.73,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,.00281690141,,,,03/07/18,,,,,,stl,,,,,0.00,,,0.00,,,,,,,0.00,,,,,,,0.13,,,,,0.13,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/07/18,,,2043944606,,,,,84668226,,,MT,,,USA,,,,NGA,,,355.00000000000,,,,03/04/18,,,1.50,,,trn,,,,,0.00,,,0.00,,,,,,,0.00,,,,,,,34.61,,mk,,,34.61,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,.00281690141,,,,03/07/18,,,,,,stl,,,,,0.00,,,0.00,,,,,,,0.00,,,,,,,0.10,,,,,0.10,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/07/18,,,2044953023,,,,,27463560,,,MT,,,USA,,,,NGA,,,355.00000000000,,,,03/06/18,,,1.10,,,trn,,,,,"(87,773.75)",,,"2,836.45",,,,,,,(195.25),,,,,,,(510.56),,,,,(705.81),
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,.00281690141,,,,03/07/18,,,,,,stl,,,,,(247.25),,,0.00,,,,,,,(0.55),,,,,,,(1.44),,,,,(1.99),
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/07/18,,,2044953023,,,,,27463560,,,MT,,,USA,,,,NGA,,,355.00000000000,,,,03/06/18,,,1.10,,,trn,,,,,0.00,,,0.00,,,,,,,0.00,,,,,,,25.53,,mk,,,25.53,
,,,,,,,,,,,,,,,,,,,,,.00281690141,,,,03/07/18,,,,,,stl,,,,,0.00,,,0.00,,,,,,,0.00,,,,,,,0.07,,,,,0.07,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/07/18,,,2044953023,,,,,27463560,,,MT,,,USA,,,,NGA,,,355.00000000000,,,,03/06/18,,,1.10,,,trn,,,,,0.00,,,0.00,,,,,,,0.00,,,,,,,9.76,,mk,,,9.76,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,.00281690141,,,,03/07/18,,,,,,stl,,,,,0.00,,,0.00,,,,,,,0.00,,,,,,,0.03,,,,,0.03,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Daily Total : ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,"(315,062.50)",,,,,,"7,806.45",,,,,(887.50),,,,,,,"(1,290.53)",,,,"(2,178.03)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(887.50),,,,,,0.00,,,,,(2.50),,,,,,,(3.63),,,,(6.13),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/08/18,,,2045219986,,,,,82039413,,,MT,,,BHR,,,,NGA,,,941.56963636820,,,,03/07/18,,,2.20,,,trn,,,,,"(73,668.41)",,,"4,707.85",,,,,,,(331.43),,,,,,,(847.41),,,,,"(1,178.84)",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,.00281690141,,,,03/08/18,,,,,,stl,,,,,(207.52),,,0.00,,,,,,,(0.93),,,,,,,(2.39),,,,,(3.32),
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/08/18,,,2045219986,,,,,82039413,,,MT,,,BHR,,,,NGA,,,941.56963636820,,,,03/07/18,,,2.20,,,trn,,,,,0.00,,,0.00,,,,,,,0.00,,,,,,,16.57,,mk,,,16.57,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,.00281690141,,,,03/08/18,,,,,,stl,,,,,0.00,,,0.00,,,,,,,0.00,,,,,,,0.05,,,,,0.05,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/08/18,,,2045219986,,,,,82039413,,,MT,,,BHR,,,,NGA,,,941.56963636820,,,,03/07/18,,,2.20,,,trn,,,,,0.00,,,0.00,,,,,,,0.00,,,,,,,42.37,,mk,,,42.37,
,,,,,,,,,,,,,,,,,,,,,.00281690141,,,,03/08/18,,,,,,stl,,,,,0.00,,,0.00,,,,,,,0.00,,,,,,,0.12,,,,,0.12,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Daily Total : ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,"(73,668.41)",,,,,,"4,707.85",,,,,(331.43),,,,,,,(788.47),,,,"(1,119.90)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(207.52),,,,,,0.00,,,,,(0.93),,,,,,,(2.22),,,,(3.15),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/12/18,,,2044882428,,,,,92261264,,,MT,,,USA,,,,NGA,,,355.00000000000,,,,03/06/18,,,1.50,,,trn,,,,,"(61,193.13)",,,"2,836.45",,,,,,,(186.38),,,,,,,(510.56),,,,,(696.94),
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,.00281690141,,,,03/12/18,,,,,,stl,,,,,(172.38),,,0.00,,,,,,,(0.53),,,,,,,(1.44),,,,,(1.97),
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/12/18,,,2044882428,,,,,92261264,,,MT,,,USA,,,,NGA,,,355.00000000000,,,,03/06/18,,,1.50,,,trn,,,,,0.00,,,0.00,,,,,,,0.00,,,,,,,9.32,,mk,,,9.32,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,.00281690141,,,,03/12/18,,,,,,stl,,,,,0.00,,,0.00,,,,,,,0.00,,,,,,,0.03,,,,,0.03,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/12/18,,,2044882428,,,,,92261264,,,MT,,,USA,,,,NGA,,,355.00000000000,,,,03/06/18,,,1.50,,,trn,,,,,0.00,,,0.00,,,,,,,0.00,,,,,,,25.53,,mk,,,25.53,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,.00281690141,,,,03/12/18,,,,,,stl,,,,,0.00,,,0.00,,,,,,,0.00,,,,,,,0.07,,,,,0.07,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Daily Total : ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,"(61,193.13)",,,,,,"2,836.45",,,,,(186.38),,,,,,,(475.71),,,,(662.09),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(172.38),,,,,,0.00,,,,,(0.53),,,,,,,(1.34),,,,(1.87),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/13/18,,,2046516907,,,,,95044208,,,MT,,,USA,,,,NGA,,,355.00000000000,,,,03/10/18,,,1.50,,,trn,,,,,"(174,837.50)",,,"2,836.45",,,,,,,(532.50),,,,,,,(510.56),,,,,"(1,043.06)",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,.00281690141,,,,03/13/18,,,,,,stl,,,,,(492.50),,,0.00,,,,,,,(1.50),,,,,,,(1.44),,,,,(2.94),
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/13/18,,,2046516907,,,,,95044208,,,MT,,,USA,,,,NGA,,,355.00000000000,,,,03/10/18,,,1.50,,,trn,,,,,0.00,,,0.00,,,,,,,0.00,,,,,,,25.53,,mk,,,25.53,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,.00281690141,,,,03/13/18,,,,,,stl,,,,,0.00,,,0.00,,,,,,,0.00,,,,,,,0.07,,,,,0.07,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/13/18,,,2046516907,,,,,95044208,,,MT,,,USA,,,,NGA,,,355.00000000000,,,,03/10/18,,,1.50,,,trn,,,,,0.00,,,0.00,,,,,,,0.00,,,,,,,26.63,,mk,,,26.63,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,.00281690141,,,,03/13/18,,,,,,stl,,,,,0.00,,,0.00,,,,,,,0.00,,,,,,,0.08,,,,,0.08,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/13/18,,,2047120247,,,,,28295681,,,MT,,,USA,,,,NGA,,,355.00000000000,,,,03/12/18,,,1.10,,,trn,,,,,"(333,540.25)",,,"4,970.00",,,,,,,(741.95),,,,,,,(894.60),,,,,"(1,636.55)",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,.00281690141,,,,03/13/18,,,,,,stl,,,,,(939.55),,,0.00,,,,,,,(2.09),,,,,,,(2.52),,,,,(4.61),
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/13/18,,,2047120247,,,,,28295681,,,MT,,,USA,,,,NGA,,,355.00000000000,,,,03/12/18,,,1.10,,,trn,,,,,0.00,,,0.00,,,,,,,0.00,,,,,,,37.10,,mk,,,37.10,
,,,,,,,,,,,,,,,,,,,,,.00281690141,,,,03/13/18,,,,,,stl,,,,,0.00,,,0.00,,,,,,,0.00,,,,,,,0.10,,,,,0.10,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/13/18,,,2047120247,,,,,28295681,,,MT,,,USA,,,,NGA,,,355.00000000000,,,,03/12/18,,,1.10,,,trn,,,,,0.00,,,0.00,,,,,,,0.00,,,,,,,44.73,,mk,,,44.73,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,.00281690141,,,,03/13/18,,,,,,stl,,,,,0.00,,,0.00,,,,,,,0.00,,,,,,,0.13,,,,,0.13,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/13/18,,,2047155871,,,,,95977418,,,MT,,,USA,,,,NGA,,,355.00000000000,,,,03/12/18,,,1.50,,,trn,,,,,"(116,791.45)",,,"2,836.45",,,,,,,(355.71),,,,,,,(510.56),,,,,(866.27),
,,,,,,,,,,,,,,,,,,,,,.00281690141,,,,03/13/18,,,,,,stl,,,,,(328.99),,,0.00,,,,,,,(1.00),,,,,,,(1.44),,,,,(2.44),
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/13/18,,,2047155871,,,,,95977418,,,MT,,,USA,,,,NGA,,,355.00000000000,,,,03/12/18,,,1.50,,,trn,,,,,0.00,,,0.00,,,,,,,0.00,,,,,,,25.53,,mk,,,25.53,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,.00281690141,,,,03/13/18,,,,,,stl,,,,,0.00,,,0.00,,,,,,,0.00,,,,,,,0.07,,,,,0.07,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/13/18,,,2047155871,,,,,95977418,,,MT,,,USA,,,,NGA,,,355.00000000000,,,,03/12/18,,,1.50,,,trn,,,,,0.00,,,0.00,,,,,,,0.00,,,,,,,17.79,,mk,,,17.79,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,.00281690141,,,,03/13/18,,,,,,stl,,,,,0.00,,,0.00,,,,,,,0.00,,,,,,,0.05,,,,,0.05,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/13/18,,,2047167079,,,,,65710024,,,MT,,,USA,,,,NGA,,,355.00000000000,,,,03/12/18,,,1.50,,,trn,,,,,"(62,941.50)",,,"2,836.45",,,,,,,(191.70),,,,,,,(510.56),,,,,(702.26),
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,.00281690141,,,,03/13/18,,,,,,stl,,,,,(177.30),,,0.00,,,,,,,(0.54),,,,,,,(1.44),,,,,(1.98),
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/13/18,,,2047167079,,,,,65710024,,,MT,,,USA,,,,NGA,,,355.00000000000,,,,03/12/18,,,1.50,,,trn,,,,,0.00,,,0.00,,,,,,,0.00,,,,,,,9.59,,mk,,,9.59,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,.00281690141,,,,03/13/18,,,,,,stl,,,,,0.00,,,0.00,,,,,,,0.00,,,,,,,0.03,,,,,0.03,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/13/18,,,2047167079,,,,,65710024,,,MT,,,USA,,,,NGA,,,355.00000000000,,,,03/12/18,,,1.50,,,trn,,,,,0.00,,,0.00,,,,,,,0.00,,,,,,,25.53,,mk,,,25.53,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,.00281690141,,,,03/13/18,,,,,,stl,,,,,0.00,,,0.00,,,,,,,0.00,,,,,,,0.07,,,,,0.07,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/13/18,,,2047261327,,,,,79287682,,,MT,,,USA,,,,NGA,,,355.00000000000,,,,03/12/18,,,1.10,,,trn,,,,,"(17,554.75)",,,"2,836.45",,,,,,,(39.05),,,,,,,(510.56),,,,,(549.61),
,,,,,,,,,,,,,,,,,,,,,.00281690141,,,,03/13/18,,,,,,stl,,,,,(49.45),,,0.00,,,,,,,(0.11),,,,,,,(1.44),,,,,(1.55),
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/13/18,,,2047261327,,,,,79287682,,,MT,,,USA,,,,NGA,,,355.00000000000,,,,03/12/18,,,1.10,,,trn,,,,,0.00,,,0.00,,,,,,,0.00,,,,,,,25.53,,mk,,,25.53,
,,,,,,,,,,,,,,,,,,,,,.00281690141,,,,03/13/18,,,,,,stl,,,,,0.00,,,0.00,,,,,,,0.00,,,,,,,0.07,,,,,0.07,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/13/18,,,2047261327,,,,,79287682,,,MT,,,USA,,,,NGA,,,355.00000000000,,,,03/12/18,,,1.10,,,trn,,,,,0.00,,,0.00,,,,,,,0.00,,,,,,,1.95,,mk,,,1.95,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,.00281690141,,,,03/13/18,,,,,,stl,,,,,0.00,,,0.00,,,,,,,0.00,,,,,,,0.01,,,,,0.01,
