PRIMROSE TOWER 17A TINIBU STREET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LAGOS, Lagos",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Settlement Id :  113321879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Business Date:  10/2/2019 to 10/31/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,Payment Due Date : ,,,,12/11/2019
Settlement Currency : ,,,,USD,,Transaction Currency : ,,,,,,,NGN,,,,,,,,,,,,,,,,,,,
,,,,,,,Tran,Orig,,Rcv,,,,,,,FX,,,,,,,,,Fx Rev,,,Commission,,,
Tran Date,Tran Id,,,Ref #,,Prod,Type,Cntry,,Cntry,,FX Rate,,,,FX Date,Margin,,,Base Amt,,Fee Amt,,,,Share Amt,,,Amt,,,Total
02/10/2019,2236909217,,,87153821,,MT,REC,USA,,NGA,,355.00000000000,,,,29/09/2019,0.45,,trn,0.00,"2,840.00",,,,(31.95),,,,(511.20),,,543.15 
,,,,,,,,,,,,.00281690141,,,,02/10/2019,,,stl,0.00,0.00,,,,(0.09),,,,(1.44),,,1.53 
02/10/2019,2236909217,,,87153821,,MT,REC,USA,,NGA,,355.00000000000,,,,29/09/2019,0.45,,trn,0.00,0.00,,,,0.00,,,,25.56,,mk,25.56
,,,,,,,,,,,,.00281690141,,,,02/10/2019,,,stl,0.00,0.00,,,,0.00,,,,0.07,,,0.07
02/10/2019,2237415206,,,90276728,,MT,REC,DEU,,NGA,,386.73700000000,,,,01/10/2019,0.50,,trn,0.00,"4,640.84",,,,(116.02),,,,(835.35),,,951.37 
,,,,,,,,,,,,.00281690141,,,,02/10/2019,,,stl,0.00,0.00,,,,(0.33),,,,(2.35),,,2.68 
02/10/2019,2237415206,,,90276728,,MT,REC,DEU,,NGA,,386.73700000000,,,,01/10/2019,0.50,,trn,0.00,0.00,,,,0.00,,,,5.80,,mk,5.80
,,,,,,,,,,,,.00281690141,,,,02/10/2019,,,stl,0.00,0.00,,,,0.00,,,,0.02,,,0.02
02/10/2019,2237415206,,,90276728,,MT,REC,DEU,,NGA,,386.73700000000,,,,01/10/2019,0.50,,trn,0.00,0.00,,,,0.00,,,,41.77,,mk,41.77
,,,,,,,,,,,,.00281690141,,,,02/10/2019,,,stl,0.00,0.00,,,,0.00,,,,0.12,,,0.12
07/10/2019,2239240221,,,67482532,,MT,REC,RUS,,NGA,,355.00000000000,,,,06/10/2019,3.80,,trn,0.00,"11,005.00",,,,(814.80),,,,"-1,980.90",,,"2,795.70"
,,,,,,,,,,,,.00281690141,,,,07/10/2019,,,stl,0.00,0.00,,,,(2.30),,,,(5.58),,,7.88 
07/10/2019,2239240221,,,67482532,,MT,REC,RUS,,NGA,,355.00000000000,,,,06/10/2019,3.80,,trn,0.00,0.00,,,,0.00,,,,40.74,,mk,40.74
,,,,,,,,,,,,.00281690141,,,,07/10/2019,,,stl,0.00,0.00,,,,0.00,,,,0.11,,,0.11
07/10/2019,2239240221,,,67482532,,MT,REC,RUS,,NGA,,355.00000000000,,,,06/10/2019,3.80,,trn,0.00,0.00,,,,0.00,,,,99.05,,mk,99.05
,,,,,,,,,,,,.00281690141,,,,07/10/2019,,,stl,0.00,0.00,,,,0.00,,,,0.28,,,0.28
08/10/2019,2238570855,,,40250719,,MT,REC,ITA,,NGA,,389.68350000000,,,,04/10/2019,2.00,,trn,0.00,"14,807.97",,,,"-1,480.80",,,,"-2,665.44",,,"4,146.24"
,,,,,,,,,,,,.00281690141,,,,08/10/2019,,,stl,0.00,0.00,,,,(4.17),,,,(7.51),,,11.68 
08/10/2019,2238570855,,,40250719,,MT,REC,ITA,,NGA,,389.68350000000,,,,04/10/2019,2.00,,trn,0.00,0.00,,,,0.00,,,,133.27,,mk,133.27
,,,,,,,,,,,,.00281690141,,,,08/10/2019,,,stl,0.00,0.00,,,,0.00,,,,0.38,,,0.38
08/10/2019,2238570855,,,40250719,,MT,REC,ITA,,NGA,,389.68350000000,,,,04/10/2019,2.00,,trn,0.00,0.00,,,,0.00,,,,74.04,,mk,74.04
,,,,,,,,,,,,.00281690141,,,,08/10/2019,,,stl,0.00,0.00,,,,0.00,,,,0.21,,,0.21
08/10/2019,2239575250,,,50100204,,MT,REC,BEL,,NGA,,389.47050000000,,,,07/10/2019,2.00,,trn,0.00,"2,687.35",,,,(311.58),,,,(483.72),,,795.30 
,,,,,,,,,,,,.00281690141,,,,08/10/2019,,,stl,0.00,0.00,,,,(0.88),,,,(1.36),,,2.24 
08/10/2019,2239575250,,,50100204,,MT,REC,BEL,,NGA,,389.47050000000,,,,07/10/2019,2.00,,trn,0.00,0.00,,,,0.00,,,,24.19,,mk,24.19
,,,,,,,,,,,,.00281690141,,,,08/10/2019,,,stl,0.00,0.00,,,,0.00,,,,0.07,,,0.07
08/10/2019,2239575250,,,50100204,,MT,REC,BEL,,NGA,,389.47050000000,,,,07/10/2019,2.00,,trn,0.00,0.00,,,,0.00,,,,15.58,,mk,15.58
,,,,,,,,,,,,.00281690141,,,,08/10/2019,,,stl,0.00,0.00,,,,0.00,,,,0.04,,,0.04
08/10/2019,2239603903,,,99212342,,MT,REC,FRA,,NGA,,389.47050000000,,,,07/10/2019,0.50,,trn,0.00,"1,518.93",,,,(10.17),,,,(273.41),,,283.58 
,,,,,,,,,,,,.00281690141,,,,08/10/2019,,,stl,0.00,0.00,,,,(0.03),,,,(0.77),,,0.80 
08/10/2019,2239603903,,,99212342,,MT,REC,FRA,,NGA,,389.47050000000,,,,07/10/2019,0.50,,trn,0.00,0.00,,,,0.00,,,,13.67,,mk,13.67
,,,,,,,,,,,,.00281690141,,,,08/10/2019,,,stl,0.00,0.00,,,,0.00,,,,0.04,,,0.04
09/10/2019,2239915879,,,20411342,,MT,REC,DEU,,NGA,,390.03850000000,,,,08/10/2019,0.50,,trn,0.00,"4,680.46",,,,(58.51),,,,(842.48),,,900.99 
,,,,,,,,,,,,.00281690141,,,,09/10/2019,,,stl,0.00,0.00,,,,(0.16),,,,(2.37),,,2.53 
09/10/2019,2239915879,,,20411342,,MT,REC,DEU,,NGA,,390.03850000000,,,,08/10/2019,0.50,,trn,0.00,0.00,,,,0.00,,,,2.93,,mk,2.93
,,,,,,,,,,,,.00281690141,,,,09/10/2019,,,stl,0.00,0.00,,,,0.00,,,,0.01,,,0.01
09/10/2019,2239915879,,,20411342,,MT,REC,DEU,,NGA,,390.03850000000,,,,08/10/2019,0.50,,trn,0.00,0.00,,,,0.00,,,,42.12,,mk,42.12
,,,,,,,,,,,,.00281690141,,,,09/10/2019,,,stl,0.00,0.00,,,,0.00,,,,0.12,,,0.12
10/10/2019,2240213495,,,40570310,,MT,REC,USA,,NGA,,355.00000000000,,,,09/10/2019,0.45,,trn,0.00,"2,840.00",,,,(159.75),,,,(511.20),,,670.95 
,,,,,,,,,,,,.00281690141,,,,10/10/2019,,,stl,0.00,0.00,,,,(0.45),,,,(1.44),,,1.89 
10/10/2019,2240213495,,,40570310,,MT,REC,USA,,NGA,,355.00000000000,,,,09/10/2019,0.45,,trn,0.00,0.00,,,,0.00,,,,25.56,,mk,25.56
,,,,,,,,,,,,.00281690141,,,,10/10/2019,,,stl,0.00,0.00,,,,0.00,,,,0.07,,,0.07
10/10/2019,2240213495,,,40570310,,MT,REC,USA,,NGA,,355.00000000000,,,,09/10/2019,0.45,,trn,0.00,0.00,,,,0.00,,,,7.99,,mk,7.99
,,,,,,,,,,,,.00281690141,,,,10/10/2019,,,stl,0.00,0.00,,,,0.00,,,,0.02,,,0.02
11/10/2019,2240285283,,,49356514,,MT,REC,USA,,NGA,,355.00000000000,,,,09/10/2019,0.45,,trn,0.00,"2,840.00",,,,(159.75),,,,(511.20),,,670.95 
,,,,,,,,,,,,.00281690141,,,,11/10/2019,,,stl,0.00,0.00,,,,(0.45),,,,(1.44),,,1.89 
11/10/2019,2240285283,,,49356514,,MT,REC,USA,,NGA,,355.00000000000,,,,09/10/2019,0.45,,trn,0.00,0.00,,,,0.00,,,,25.56,,mk,25.56
,,,,,,,,,,,,.00281690141,,,,11/10/2019,,,stl,0.00,0.00,,,,0.00,,,,0.07,,,0.07
11/10/2019,2240285283,,,49356514,,MT,REC,USA,,NGA,,355.00000000000,,,,09/10/2019,0.45,,trn,0.00,0.00,,,,0.00,,,,7.99,,mk,7.99
,,,,,,,,,,,,.00281690141,,,,11/10/2019,,,stl,0.00,0.00,,,,0.00,,,,0.02,,,0.02
16/10/2019,2242027883,,,75772950,,MT,REC,DEU,,NGA,,390.92600000000,,,,15/10/2019,0.50,,trn,0.00,"4,691.11",,,,(65.28),,,,(844.40),,,909.68 
,,,,,,,,,,,,.00281690141,,,,16/10/2019,,,stl,0.00,0.00,,,,(0.18),,,,(2.38),,,2.56 
16/10/2019,2242027883,,,75772950,,MT,REC,DEU,,NGA,,390.92600000000,,,,15/10/2019,0.50,,trn,0.00,0.00,,,,0.00,,,,3.26,,mk,3.26
,,,,,,,,,,,,.00281690141,,,,16/10/2019,,,stl,0.00,0.00,,,,0.00,,,,0.01,,,0.01
16/10/2019,2242027883,,,75772950,,MT,REC,DEU,,NGA,,390.92600000000,,,,15/10/2019,0.50,,trn,0.00,0.00,,,,0.00,,,,42.22,,mk,42.22
,,,,,,,,,,,,.00281690141,,,,16/10/2019,,,stl,0.00,0.00,,,,0.00,,,,0.12,,,0.12
17/10/2019,2242314820,,,89038812,,MT,REC,RUS,,NGA,,355.00000000000,,,,16/10/2019,3.80,,trn,0.00,"14,910.00",,,,"-1,230.29",,,,"-2,683.80",,,"3,914.09"
,,,,,,,,,,,,.00281690141,,,,17/10/2019,,,stl,0.00,0.00,,,,(3.47),,,,(7.56),,,11.03 
17/10/2019,2242314820,,,89038812,,MT,REC,RUS,,NGA,,355.00000000000,,,,16/10/2019,3.80,,trn,0.00,0.00,,,,0.00,,,,134.19,,mk,134.19
,,,,,,,,,,,,.00281690141,,,,17/10/2019,,,stl,0.00,0.00,,,,0.00,,,,0.38,,,0.38
17/10/2019,2242314820,,,89038812,,MT,REC,RUS,,NGA,,355.00000000000,,,,16/10/2019,3.80,,trn,0.00,0.00,,,,0.00,,,,61.51,,mk,61.51
,,,,,,,,,,,,.00281690141,,,,17/10/2019,,,stl,0.00,0.00,,,,0.00,,,,0.17,,,0.17
18/10/2019,2242372286,,,81844567,,MT,REC,DEU,,NGA,,391.63600000000,,,,16/10/2019,0.50,,trn,0.00,"2,349.82",,,,(39.16),,,,(422.97),,,462.13 
,,,,,,,,,,,,.00281690141,,,,18/10/2019,,,stl,0.00,0.00,,,,(0.11),,,,(1.19),,,1.30 
18/10/2019,2242372286,,,81844567,,MT,REC,DEU,,NGA,,391.63600000000,,,,16/10/2019,0.50,,trn,0.00,0.00,,,,0.00,,,,21.15,,mk,21.15
,,,,,,,,,,,,.00281690141,,,,18/10/2019,,,stl,0.00,0.00,,,,0.00,,,,0.06,,,0.06
18/10/2019,2242372286,,,81844567,,MT,REC,DEU,,NGA,,391.63600000000,,,,16/10/2019,0.50,,trn,0.00,0.00,,,,0.00,,,,1.96,,mk,1.96
,,,,,,,,,,,,.00281690141,,,,18/10/2019,,,stl,0.00,0.00,,,,0.00,,,,0.01,,,0.01
21/10/2019,2242738892,,,61231689,,MT,REC,USA,,NGA,,355.00000000000,,,,17/10/2019,0.45,,trn,0.00,"2,840.00",,,,(111.83),,,,(511.20),,,623.03 
,,,,,,,,,,,,.00281690141,,,,21/10/2019,,,stl,0.00,0.00,,,,(0.32),,,,(1.44),,,1.76 
21/10/2019,2242738892,,,61231689,,MT,REC,USA,,NGA,,355.00000000000,,,,17/10/2019,0.45,,trn,0.00,0.00,,,,0.00,,,,25.56,,mk,25.56
,,,,,,,,,,,,.00281690141,,,,21/10/2019,,,stl,0.00,0.00,,,,0.00,,,,0.07,,,0.07
21/10/2019,2242738892,,,61231689,,MT,REC,USA,,NGA,,355.00000000000,,,,17/10/2019,0.45,,trn,0.00,0.00,,,,0.00,,,,5.59,,mk,5.59
,,,,,,,,,,,,.00281690141,,,,21/10/2019,,,stl,0.00,0.00,,,,0.00,,,,0.02,,,0.02
22/10/2019,2243756648,,,26335443,,MT,REC,RUS,,NGA,,355.00000000000,,,,21/10/2019,3.80,,trn,0.00,"11,005.00",,,,(825.59),,,,"-1,980.90",,,"2,806.49"
,,,,,,,,,,,,.00281690141,,,,22/10/2019,,,stl,0.00,0.00,,,,(2.33),,,,(5.58),,,7.91 
22/10/2019,2243756648,,,26335443,,MT,REC,RUS,,NGA,,355.00000000000,,,,21/10/2019,3.80,,trn,0.00,0.00,,,,0.00,,,,99.05,,mk,99.05
,,,,,,,,,,,,.00281690141,,,,22/10/2019,,,stl,0.00,0.00,,,,0.00,,,,0.28,,,0.28
22/10/2019,2243756648,,,26335443,,MT,REC,RUS,,NGA,,355.00000000000,,,,21/10/2019,3.80,,trn,0.00,0.00,,,,0.00,,,,41.28,,mk,41.28
,,,,,,,,,,,,.00281690141,,,,22/10/2019,,,stl,0.00,0.00,,,,0.00,,,,0.12,,,0.12
22/10/2019,2244011003,,,98546063,,MT,REC,RUS,,NGA,,355.00000000000,,,,22/10/2019,3.80,,trn,0.00,"5,680.00",,,,(269.80),,,,"-1,022.40",,,"1,292.20"
,,,,,,,,,,,,.00281690141,,,,22/10/2019,,,stl,0.00,0.00,,,,(0.76),,,,(2.88),,,3.64 
22/10/2019,2244011003,,,98546063,,MT,REC,RUS,,NGA,,355.00000000000,,,,22/10/2019,3.80,,trn,0.00,0.00,,,,0.00,,,,51.12,,mk,51.12
,,,,,,,,,,,,.00281690141,,,,22/10/2019,,,stl,0.00,0.00,,,,0.00,,,,0.14,,,0.14
22/10/2019,2244011003,,,98546063,,MT,REC,RUS,,NGA,,355.00000000000,,,,22/10/2019,3.80,,trn,0.00,0.00,,,,0.00,,,,13.49,,mk,13.49
,,,,,,,,,,,,.00281690141,,,,22/10/2019,,,stl,0.00,0.00,,,,0.00,,,,0.04,,,0.04
23/10/2019,2243819109,,,95871754,,MT,REC,USA,,NGA,,355.00000000000,,,,21/10/2019,0.45,,trn,0.00,"2,840.00",,,,(47.93),,,,(511.20),,,559.13 
,,,,,,,,,,,,.00281690141,,,,23/10/2019,,,stl,0.00,0.00,,,,(0.14),,,,(1.44),,,1.58 
23/10/2019,2243819109,,,95871754,,MT,REC,USA,,NGA,,355.00000000000,,,,21/10/2019,0.45,,trn,0.00,0.00,,,,0.00,,,,25.56,,mk,25.56
,,,,,,,,,,,,.00281690141,,,,23/10/2019,,,stl,0.00,0.00,,,,0.00,,,,0.07,,,0.07
23/10/2019,2243819109,,,95871754,,MT,REC,USA,,NGA,,355.00000000000,,,,21/10/2019,0.45,,trn,0.00,0.00,,,,0.00,,,,2.40,,mk,2.40
,,,,,,,,,,,,.00281690141,,,,23/10/2019,,,stl,0.00,0.00,,,,0.00,,,,0.01,,,0.01
24/10/2019,2244334823,,,88949557,,MT,REC,RUS,,NGA,,355.00000000000,,,,23/10/2019,3.80,,trn,0.00,"11,005.00",,,,(822.89),,,,"-1,980.90",,,"2,803.79"
,,,,,,,,,,,,.00281690141,,,,24/10/2019,,,stl,0.00,0.00,,,,(2.32),,,,(5.58),,,7.90 
24/10/2019,2244334823,,,88949557,,MT,REC,RUS,,NGA,,355.00000000000,,,,23/10/2019,3.80,,trn,0.00,0.00,,,,0.00,,,,41.14,,mk,41.14
,,,,,,,,,,,,.00281690141,,,,24/10/2019,,,stl,0.00,0.00,,,,0.00,,,,0.12,,,0.12
24/10/2019,2244334823,,,88949557,,MT,REC,RUS,,NGA,,355.00000000000,,,,23/10/2019,3.80,,trn,0.00,0.00,,,,0.00,,,,99.05,,mk,99.05
,,,,,,,,,,,,.00281690141,,,,24/10/2019,,,stl,0.00,0.00,,,,0.00,,,,0.28,,,0.28
25/10/2019,2244590171,,,67008684,,MT,REC,DEU,,NGA,,395.11500000000,,,,24/10/2019,0.50,,trn,0.00,"4,741.38",,,,(79.02),,,,(853.45),,,932.47 
,,,,,,,,,,,,.00281690141,,,,25/10/2019,,,stl,0.00,0.00,,,,(0.22),,,,(2.40),,,2.62 
25/10/2019,2244590171,,,67008684,,MT,REC,DEU,,NGA,,395.11500000000,,,,24/10/2019,0.50,,trn,0.00,0.00,,,,0.00,,,,3.95,,mk,3.95
,,,,,,,,,,,,.00281690141,,,,25/10/2019,,,stl,0.00,0.00,,,,0.00,,,,0.01,,,0.01
25/10/2019,2244590171,,,67008684,,MT,REC,DEU,,NGA,,395.11500000000,,,,24/10/2019,0.50,,trn,0.00,0.00,,,,0.00,,,,42.67,,mk,42.67
,,,,,,,,,,,,.00281690141,,,,25/10/2019,,,stl,0.00,0.00,,,,0.00,,,,0.12,,,0.12
25/10/2019,2244794231,,,17837989,,MT,REC,KOR,,NGA,,355.00000000000,,,,24/10/2019,6.00,,trn,0.00,"26,625.00",,,,"-6,730.80",,,,"-4,792.50",,,"11,523.30"
,,,,,,,,,,,,.00281690141,,,,25/10/2019,,,stl,0.00,0.00,,,,(18.96),,,,(13.50),,,32.46 
25/10/2019,2244794231,,,17837989,,MT,REC,KOR,,NGA,,355.00000000000,,,,24/10/2019,6.00,,trn,0.00,0.00,,,,0.00,,,,336.54,,mk,336.54
,,,,,,,,,,,,.00281690141,,,,25/10/2019,,,stl,0.00,0.00,,,,0.00,,,,0.95,,,0.95
25/10/2019,2244794231,,,17837989,,MT,REC,KOR,,NGA,,355.00000000000,,,,24/10/2019,6.00,,trn,0.00,0.00,,,,0.00,,,,239.63,,mk,239.63
,,,,,,,,,,,,.00281690141,,,,25/10/2019,,,stl,0.00,0.00,,,,0.00,,,,0.68,,,0.68
100711693 - 100712855,,,,,,,,,Account Total:,,,,,Receive,,,,19,,0.00,0.00,,,,"-13,365.92",,,,"-22,341.48",,"35,707.40",
,,,,,,,,,,,,,,,,,,,,0.00,0.00,,,,(37.67),,,,(62.90),,100.57 ,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Account Net Due : ,,,(100.57),,
Account Number : ,,,100711693 - 100712856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Agent Name : ,,,FCMB - #009 - BENIN CITY - BENIN BRANCH,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Legacy ID : ,,,654004,,,,,Store Number : ,,,,009,,,,,,,,,,,,,,,,,,
02/10/2019,2236144505,,,47640636,,MT,REC,ITA,,NGA,,387.87300000000,,,,27/09/2019,2.00,,trn,0.00,"2,327.24",,,,(52.75),,,,(418.90),,,471.65 
,,,,,,,,,,,,.00281690141,,,,02/10/2019,,,stl,0.00,0.00,,,,(0.15),,,,(1.18),,,1.33 
02/10/2019,2236144505,,,47640636,,MT,REC,ITA,,NGA,,387.87300000000,,,,27/09/2019,2.00,,trn,0.00,0.00,,,,0.00,,,,20.95,,mk,20.95
,,,,,,,,,,,,.00281690141,,,,02/10/2019,,,stl,0.00,0.00,,,,0.00,,,,0.06,,,0.06
02/10/2019,2236144505,,,47640636,,MT,REC,ITA,,NGA,,387.87300000000,,,,27/09/2019,2.00,,trn,0.00,0.00,,,,0.00,,,,2.64,,mk,2.64
,,,,,,,,,,,,.00281690141,,,,02/10/2019,,,stl,0.00,0.00,,,,0.00,,,,0.01,,,0.01
02/10/2019,2237018040,,,90121576,,MT,REC,ROU,,NGA,,81.66551644650,,,,30/09/2019,1.70,,trn,0.00,"2,694.96",,,,(333.20),,,,(485.09),,,818.29 
,,,,,,,,,,,,.00281690141,,,,02/10/2019,,,stl,0.00,0.00,,,,(0.94),,,,(1.37),,,2.31 
02/10/2019,2237018040,,,90121576,,MT,REC,ROU,,NGA,,81.66551644650,,,,30/09/2019,1.70,,trn,0.00,0.00,,,,0.00,,,,16.66,,mk,16.66
,,,,,,,,,,,,.00281690141,,,,02/10/2019,,,stl,0.00,0.00,,,,0.00,,,,0.05,,,0.05
02/10/2019,2237018040,,,90121576,,MT,REC,ROU,,NGA,,81.66551644650,,,,30/09/2019,1.70,,trn,0.00,0.00,,,,0.00,,,,24.25,,mk,24.25
,,,,,,,,,,,,.00281690141,,,,02/10/2019,,,stl,0.00,0.00,,,,0.00,,,,0.07,,,0.07
02/10/2019,2237115435,,,32133332,,MT,REC,USA,,NGA,,355.00000000000,,,,30/09/2019,1.25,,trn,0.00,"3,546.45",,,,(88.75),,,,(638.36),,,727.11 
,,,,,,,,,,,,.00281690141,,,,02/10/2019,,,stl,0.00,0.00,,,,(0.25),,,,(1.80),,,2.05 
02/10/2019,2237115435,,,32133332,,MT,REC,USA,,NGA,,355.00000000000,,,,30/09/2019,1.25,,trn,0.00,0.00,,,,0.00,,,,4.44,,mk,4.44
,,,,,,,,,,,,.00281690141,,,,02/10/2019,,,stl,0.00,0.00,,,,0.00,,,,0.01,,,0.01
02/10/2019,2237115435,,,32133332,,MT,REC,USA,,NGA,,355.00000000000,,,,30/09/2019,1.25,,trn,0.00,0.00,,,,0.00,,,,31.92,,mk,31.92
,,,,,,,,,,,,.00281690141,,,,02/10/2019,,,stl,0.00,0.00,,,,0.00,,,,0.09,,,0.09
07/10/2019,2238262384,,,70931926,,MT,REC,ESP,,NGA,,388.68950000000,,,,03/10/2019,3.70,,trn,0.00,"3,109.52",,,,(287.63),,,,(559.71),,,847.34 
,,,,,,,,,,,,.00281690141,,,,07/10/2019,,,stl,0.00,0.00,,,,(0.81),,,,(1.58),,,2.39 
07/10/2019,2238262384,,,70931926,,MT,REC,ESP,,NGA,,388.68950000000,,,,03/10/2019,3.70,,trn,0.00,0.00,,,,0.00,,,,27.99,,mk,27.99
,,,,,,,,,,,,.00281690141,,,,07/10/2019,,,stl,0.00,0.00,,,,0.00,,,,0.08,,,0.08
07/10/2019,2238262384,,,70931926,,MT,REC,ESP,,NGA,,388.68950000000,,,,03/10/2019,3.70,,trn,0.00,0.00,,,,0.00,,,,14.38,,mk,14.38
,,,,,,,,,,,,.00281690141,,,,07/10/2019,,,stl,0.00,0.00,,,,0.00,,,,0.04,,,0.04
07/10/2019,2239225561,,,61101201,,MT,REC,TUR,,NGA,,355.00000000000,,,,06/10/2019,1.20,,trn,0.00,"17,395.00",,,,(511.20),,,,"-3,131.10",,,"3,642.30"
,,,,,,,,,,,,.00281690141,,,,07/10/2019,,,stl,0.00,0.00,,,,(1.44),,,,(8.82),,,10.26 
07/10/2019,2239225561,,,61101201,,MT,REC,TUR,,NGA,,355.00000000000,,,,06/10/2019,1.20,,trn,0.00,0.00,,,,0.00,,,,25.56,,mk,25.56
,,,,,,,,,,,,.00281690141,,,,07/10/2019,,,stl,0.00,0.00,,,,0.00,,,,0.07,,,0.07
07/10/2019,2239225561,,,61101201,,MT,REC,TUR,,NGA,,355.00000000000,,,,06/10/2019,1.20,,trn,0.00,0.00,,,,0.00,,,,156.56,,mk,156.56
,,,,,,,,,,,,.00281690141,,,,07/10/2019,,,stl,0.00,0.00,,,,0.00,,,,0.44,,,0.44
08/10/2019,2239460754,,,77285791,,MT,REC,DEU,,NGA,,389.68350000000,,,,07/10/2019,2.70,,trn,0.00,"1,554.84",,,,"-2,104.29",,,,(279.87),,,"2,384.16"
,,,,,,,,,,,,.00281690141,,,,08/10/2019,,,stl,0.00,0.00,,,,(5.93),,,,(0.79),,,6.72 
08/10/2019,2239460754,,,77285791,,MT,REC,DEU,,NGA,,389.68350000000,,,,07/10/2019,2.70,,trn,0.00,0.00,,,,0.00,,,,105.21,,mk,105.21
,,,,,,,,,,,,.00281690141,,,,08/10/2019,,,stl,0.00,0.00,,,,0.00,,,,0.30,,,0.30
08/10/2019,2239460754,,,77285791,,MT,REC,DEU,,NGA,,389.68350000000,,,,07/10/2019,2.70,,trn,0.00,0.00,,,,0.00,,,,13.99,,mk,13.99
,,,,,,,,,,,,.00281690141,,,,08/10/2019,,,stl,0.00,0.00,,,,0.00,,,,0.04,,,0.04
09/10/2019,2235949790,,,37503270,,MT,REC,USA,,NGA,,355.00000000000,,,,26/09/2019,0.45,,trn,0.00,"1,420.00",,,,(15.98),,,,(255.60),,,271.58 
,,,,,,,,,,,,.00281690141,,,,09/10/2019,,,stl,0.00,0.00,,,,(0.05),,,,(0.72),,,0.77 
09/10/2019,2235949790,,,37503270,,MT,REC,USA,,NGA,,355.00000000000,,,,26/09/2019,0.45,,trn,0.00,0.00,,,,0.00,,,,12.78,,mk,12.78
,,,,,,,,,,,,.00281690141,,,,09/10/2019,,,stl,0.00,0.00,,,,0.00,,,,0.04,,,0.04
09/10/2019,2239867185,,,88524678,,MT,REC,DEU,,NGA,,390.03850000000,,,,08/10/2019,2.70,,trn,0.00,"1,556.25",,,,"-2,106.21",,,,(280.13),,,"2,386.34"
,,,,,,,,,,,,.00281690141,,,,09/10/2019,,,stl,0.00,0.00,,,,(5.93),,,,(0.79),,,6.72 
09/10/2019,2239867185,,,88524678,,MT,REC,DEU,,NGA,,390.03850000000,,,,08/10/2019,2.70,,trn,0.00,0.00,,,,0.00,,,,105.31,,mk,105.31
,,,,,,,,,,,,.00281690141,,,,09/10/2019,,,stl,0.00,0.00,,,,0.00,,,,0.30,,,0.30
09/10/2019,2239867185,,,88524678,,MT,REC,DEU,,NGA,,390.03850000000,,,,08/10/2019,2.70,,trn,0.00,0.00,,,,0.00,,,,14.01,,mk,14.01
,,,,,,,,,,,,.00281690141,,,,09/10/2019,,,stl,0.00,0.00,,,,0.00,,,,0.04,,,0.04
10/10/2019,2240023423,,,38969478,,MT,REC,USA,,NGA,,355.00000000000,,,,08/10/2019,0.45,,trn,0.00,"1,420.00",,,,(7.99),,,,(255.60),,,263.59 
,,,,,,,,,,,,.00281690141,,,,10/10/2019,,,stl,0.00,0.00,,,,(0.02),,,,(0.72),,,0.74 
10/10/2019,2240023423,,,38969478,,MT,REC,USA,,NGA,,355.00000000000,,,,08/10/2019,0.45,,trn,0.00,0.00,,,,0.00,,,,12.78,,mk,12.78
,,,,,,,,,,,,.00281690141,,,,10/10/2019,,,stl,0.00,0.00,,,,0.00,,,,0.04,,,0.04
10/10/2019,2240196882,,,15954443,,MT,REC,DEU,,NGA,,389.89650000000,,,,09/10/2019,3.57,,trn,0.00,"1,555.69",,,,"-2,783.86",,,,(280.02),,,"3,063.88"
,,,,,,,,,,,,.00281690141,,,,10/10/2019,,,stl,0.00,0.00,,,,(7.84),,,,(0.79),,,8.63 
10/10/2019,2240196882,,,15954443,,MT,REC,DEU,,NGA,,389.89650000000,,,,09/10/2019,3.57,,trn,0.00,0.00,,,,0.00,,,,14.00,,mk,14.00
,,,,,,,,,,,,.00281690141,,,,10/10/2019,,,stl,0.00,0.00,,,,0.00,,,,0.04,,,0.04
10/10/2019,2240196882,,,15954443,,MT,REC,DEU,,NGA,,389.89650000000,,,,09/10/2019,3.57,,trn,0.00,0.00,,,,0.00,,,,139.19,,mk,139.19
,,,,,,,,,,,,.00281690141,,,,10/10/2019,,,stl,0.00,0.00,,,,0.00,,,,0.39,,,0.39
10/10/2019,2240217420,,,66739827,,MT,REC,GMB,,NGA,,7.47525795075,,,,09/10/2019,2.30,,trn,0.00,"3,363.87",,,,(141.25),,,,(605.50),,,746.75 
,,,,,,,,,,,,.00281690141,,,,10/10/2019,,,stl,0.00,0.00,,,,(0.40),,,,(1.71),,,2.11 
10/10/2019,2240217420,,,66739827,,MT,REC,GMB,,NGA,,7.47525795075,,,,09/10/2019,2.30,,trn,0.00,0.00,,,,0.00,,,,30.27,,mk,30.27
,,,,,,,,,,,,.00281690141,,,,10/10/2019,,,stl,0.00,0.00,,,,0.00,,,,0.09,,,0.09
